Date,Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level
2/6/2024,2605,37,Female,23.58,6.27,6.69,8,10,87,86,9.299325969,5,3,2
9/14/2024,4843,32,Female,20.28,3.28,7,3,79,160,33,7.262359218,2,4,4
3/4/2024,1529,51,Female,22.87,5.1,6.23,2,63,66,109,7.974528644,5,6,8
10/23/2024,7037,26,Female,22.17,6.89,8.73,8,27,88,63,9.935227844,6,7,5
9/5/2024,5811,25,Male,20.15,1.35,5.2,3,51,291,76,4.380821346,8,2,2
9/22/2024,3902,34,Female,22.4,4.44,6.04,9,48,3,89,10.03164927,6,7,3
12/11/2024,7977,19,Male,21.83,4.25,6.42,1,32,180,12,6.569816291,9,1,8
9/12/2024,8122,37,Female,22.9,5.32,6.42,3,43,148,179,9.581815039,9,10,7
1/13/2024,8424,19,Female,23.73,6.89,7.16,2,67,259,56,9.628951952,5,7,4
6/28/2024,6419,50,Male,20.3,1.43,5.13,4,43,110,6,6.50961648,5,2,6
11/7/2024,8428,20,Female,22.48,5.06,6.57,9,21,116,22,6.663222437,8,2,7
12/16/2024,4505,21,Male,22.98,5.82,6.84,1,61,280,32,11.61681229,9,5,6
11/1/2024,3941,20,Male,22.7,4.68,5.98,9,34,234,64,6.291658782,8,2,2
2/26/2024,9848,56,Female,23.9,6.18,6.28,1,20,20,51,8.347246818,4,3,1
6/23/2024,5179,45,Female,21.88,7.1,9.22,8,14,113,4,5.266889474,5,3,3
9/10/2024,9699,51,Male,21.17,2.02,4.85,8,49,36,119,4.501377078,6,1,1
4/22/2024,8695,23,Male,20.95,4.73,7.78,1,3,175,97,8.783496793,3,5,10
5/11/2024,5576,38,Male,23.17,6.83,7.66,7,65,142,71,11.80318782,9,10,8
6/26/2024,9106,53,Male,23.67,6.65,6.99,4,24,65,136,9.674369017,6,3,4
3/23/2024,3612,18,Male,23.4,7.99,8.59,2,18,94,149,9.073030487,7,10,3
7/15/2024,4119,52,Female,21.87,2.82,4.96,2,89,168,106,6.019370798,9,1,4
7/9/2024,7278,46,Male,23.05,3.86,4.81,6,74,186,40,10.14184233,5,10,10
1/15/2024,9410,27,Male,22.05,5.39,7.34,6,14,113,43,4.055969484,8,6,4
9/20/2024,2480,43,Female,21.62,6.99,9.37,3,20,88,159,7.764956965,8,7,4
6/8/2024,6593,42,Female,23.65,4.78,5.13,10,72,9,95,10.45406051,4,7,2
5/5/2024,5562,35,Male,21.03,2.48,5.45,7,86,142,126,6.346160973,6,6,5
4/30/2024,1336,43,Female,23.1,6.3,7.2,9,43,40,53,6.953661229,9,10,5
12/28/2024,7105,42,Male,21.23,1.81,4.58,9,43,159,171,6.472135694,10,10,1
12/9/2024,2245,43,Female,22.02,7.1,9.08,5,47,282,151,4.380225751,4,5,5
9/23/2024,1213,41,Male,20.18,5.62,9.43,6,85,91,147,6.768132541,8,2,1
5/10/2024,1297,55,Male,21.7,4.12,6.42,4,23,27,145,9.774803521,6,2,3
11/13/2024,6074,18,Male,22.25,3.06,4.81,3,69,94,132,8.361839088,9,7,6
4/29/2024,3837,22,Male,20.15,3.93,7.78,7,3,57,117,6.775980813,10,1,5
3/19/2024,1057,50,Female,21.33,5.47,8.13,7,35,109,120,10.19923062,10,2,2
7/6/2024,6445,54,Male,21.65,3.28,5.63,6,84,211,2,11.06187505,6,4,6
7/16/2024,5068,57,Female,21.13,6.36,9.23,4,16,61,109,11.19492912,5,7,9
2/26/2024,8887,35,Male,20.7,5.62,8.92,10,44,107,45,10.3351709,9,1,9
3/31/2024,5888,23,Male,20.37,4.8,8.43,5,42,211,81,4.550832516,8,1,3
7/9/2024,3096,38,Male,22.25,4.83,6.58,5,54,296,5,9.851636466,5,5,7
10/3/2024,4147,59,Male,21.8,4.4,6.6,10,71,20,120,4.176638272,8,1,9
8/16/2024,2927,47,Male,22.33,3.54,5.21,3,5,297,143,8.895433295,6,8,4
12/27/2024,2251,32,Male,21.33,5.23,7.89,3,28,115,178,7.805632626,9,1,2
1/20/2024,5847,38,Female,21.72,4.57,6.85,10,87,114,166,11.86816246,6,10,10
2/8/2024,1352,59,Male,21.07,1.85,4.78,3,60,236,74,11.85667792,9,4,10
8/14/2024,1704,22,Male,20.88,6.28,9.4,3,20,151,127,4.277729217,5,6,10
3/29/2024,7966,23,Male,23.95,9.23,9.28,8,43,186,28,7.811337011,8,2,10
8/19/2024,4957,28,Female,20.12,3.44,7.33,7,17,174,113,4.03487664,10,10,1
1/13/2024,3948,31,Female,22.08,4.62,6.53,3,15,50,127,11.96742856,4,9,4
1/22/2024,4868,24,Female,22.7,6.13,7.43,3,70,252,93,7.969905434,5,2,10
7/6/2024,6302,24,Female,23.13,7.96,8.82,5,78,18,178,4.854682495,6,1,10
2/6/2024,6336,54,Male,20.67,5.55,8.88,10,41,189,52,4.841508767,9,5,1
5/15/2024,8123,20,Female,20.37,2.86,6.5,8,4,247,107,5.949253729,5,4,6
11/30/2024,9678,27,Male,22.85,4.32,5.47,10,12,46,150,9.622263017,4,4,1
10/7/2024,7947,24,Female,21.77,4.58,6.81,4,49,207,132,11.56040443,6,10,1
1/31/2024,9701,19,Male,21.13,6.36,9.23,3,41,222,34,8.863918863,7,7,9
1/25/2024,1644,38,Female,22.97,8.32,9.35,4,10,101,24,8.747660913,4,4,5
11/6/2024,5674,25,Male,20.27,5.72,9.45,10,62,154,103,11.35420606,4,4,9
1/18/2024,1523,47,Male,22.65,5.52,6.87,3,5,83,154,10.81124598,5,7,5
12/17/2024,5664,38,Male,20.62,2.45,5.83,2,2,170,73,8.370704768,8,6,5
1/23/2024,5516,25,Male,20.92,4.78,7.86,1,6,254,21,10.7776759,5,9,1
1/5/2024,9267,24,Male,21.4,2.41,5.01,6,34,252,19,7.929225394,5,8,8
11/21/2024,4686,42,Female,20.48,3.14,6.66,8,62,48,55,10.50520961,7,7,5
5/30/2024,2659,49,Female,23.45,5.64,6.19,5,79,171,1,4.548023705,9,6,7
8/28/2024,1930,56,Female,21.4,5.61,8.21,10,77,168,78,10.93822494,8,3,2
9/3/2024,1984,38,Female,23.25,5.21,5.96,2,89,103,126,11.04540322,9,8,6
9/20/2024,1225,40,Female,22.87,4.04,5.17,9,43,196,42,6.363609729,3,5,3
7/31/2024,8869,51,Male,20.47,1.39,4.93,4,82,7,92,10.75121903,7,4,1
1/10/2024,6127,53,Male,21.18,4.22,7.03,6,84,148,49,4.557755407,4,8,7
5/30/2024,5158,43,Male,23.5,4.92,5.42,6,37,24,97,8.044329198,9,4,6
10/9/2024,2626,36,Female,22.42,4.14,5.72,8,60,196,76,4.631979778,4,2,5
6/27/2024,5261,58,Female,22.72,8.21,9.49,2,49,165,85,11.53768136,7,7,1
3/2/2024,8775,20,Male,20.9,1.51,4.61,4,46,110,113,6.734182936,4,5,8
3/18/2024,2569,34,Female,22.12,4.34,6.22,1,25,56,134,10.54298446,9,3,10
2/27/2024,5010,27,Male,21.77,5.38,7.62,7,10,109,15,6.838041369,9,10,3
8/14/2024,1111,37,Male,22.95,7.83,8.88,6,55,184,53,11.82092294,5,5,4
8/3/2024,2629,25,Female,20.98,6.03,9.05,8,64,20,151,9.043373985,6,10,9
11/8/2024,9113,19,Female,22.13,4.29,6.15,2,62,71,130,7.988690299,9,9,4
8/11/2024,3404,46,Female,21.82,6.72,8.91,1,73,123,155,5.928295341,7,10,6
9/28/2024,1031,37,Male,22.73,6.32,7.58,9,44,271,19,8.027214132,4,7,4
3/8/2024,9010,40,Male,22.03,4,5.96,1,21,115,90,7.393897962,8,3,4
12/12/2024,4574,35,Female,20.92,6.28,9.36,10,39,115,135,6.720871492,5,3,7
4/13/2024,5172,55,Female,21.12,2.86,5.75,6,37,175,26,11.9911409,10,3,3
1/7/2024,8861,26,Female,22.55,5.35,6.8,3,63,51,148,8.469959977,4,6,3
4/12/2024,6978,19,Female,23.33,8.08,8.75,1,34,264,112,11.20785363,4,5,7
3/20/2024,5367,41,Male,21.55,2.07,4.52,4,61,179,114,5.09659537,4,7,8
7/9/2024,7837,59,Male,22.27,3.15,4.88,3,79,7,174,4.41428711,6,10,1
1/18/2024,9046,56,Female,21.02,5.19,8.17,6,27,119,122,11.54124746,5,5,10
6/16/2024,4726,58,Male,23.42,5.03,5.62,9,52,98,168,4.60144468,5,8,4
5/29/2024,3922,40,Male,23.47,7.01,7.54,6,29,19,32,8.434580785,4,6,7
4/12/2024,6214,44,Male,20.6,5.24,8.64,3,46,243,148,8.446369929,8,6,9
10/7/2024,5886,25,Male,22.42,6.19,7.77,3,39,120,55,4.585116968,3,6,10
2/23/2024,6313,25,Male,21,2.59,5.59,7,13,297,98,6.79407633,8,9,8
3/21/2024,1354,20,Male,20.75,4.83,8.08,2,75,100,157,10.89840791,7,9,4
4/11/2024,3223,27,Male,20.63,5.44,8.81,10,18,63,123,6.541844373,9,4,9
5/26/2024,5671,44,Male,20.9,2.38,5.48,10,73,224,81,7.251972548,7,8,6
8/24/2024,1067,56,Female,20.5,1.01,4.51,5,9,113,164,6.541029087,8,5,4
11/1/2024,4419,58,Female,21.67,3.7,6.03,4,48,31,174,11.91968066,4,2,10
5/23/2024,2062,59,Female,22.22,5.46,7.25,5,34,214,74,4.936536131,9,10,10
1/26/2024,6832,29,Female,21.37,1.9,4.54,8,71,223,120,4.609751747,6,1,9
5/16/2024,9021,49,Female,21.27,6.07,8.8,7,77,147,29,8.567994122,9,6,9
6/30/2024,2960,26,Female,22.55,3.23,4.68,9,12,251,178,7.818938831,5,3,9
5/7/2024,5951,43,Male,22.2,4.66,6.46,1,66,6,57,8.062440512,5,1,1
10/21/2024,5156,47,Female,23.28,4.81,5.52,3,40,139,147,8.158033233,4,5,8
7/17/2024,5389,42,Female,23.02,5.18,6.16,1,86,238,115,9.131942237,8,2,8
6/24/2024,1271,51,Female,20.65,1.75,5.1,5,11,206,92,4.300121975,7,10,8
7/28/2024,4046,28,Female,20.78,2.77,5.98,5,83,251,117,5.18938051,6,2,7
8/26/2024,5345,24,Male,21.65,4.77,7.12,1,33,235,34,5.61667452,7,5,4
11/30/2024,6698,22,Female,23.58,5.83,6.25,8,36,218,144,11.17409477,9,8,10
5/28/2024,4480,31,Female,21.65,5.51,7.86,6,85,230,102,10.8869117,4,10,9
1/12/2024,4723,59,Male,20.42,5.51,9.1,4,15,98,177,10.06360176,9,8,1
4/28/2024,9775,31,Female,20.15,5.08,8.93,10,55,58,31,4.026254314,6,2,6
11/4/2024,7041,23,Female,23.05,4.62,5.57,3,56,79,15,5.489341562,8,6,5
9/13/2024,8442,40,Female,20.47,5.23,8.76,2,82,47,61,5.983175782,6,7,6
10/15/2024,9951,20,Female,22.53,7.93,9.4,1,46,290,116,9.700968635,7,6,3
8/17/2024,4551,36,Female,21.3,4.75,7.45,8,22,108,91,7.04252297,7,5,10
4/24/2024,9808,24,Female,20.82,4.46,7.64,8,35,216,20,11.74064441,4,10,5
8/2/2024,5791,59,Female,20.87,3.18,6.31,9,66,22,110,4.86815863,4,10,3
4/9/2024,9165,19,Female,22.65,7.79,9.14,10,26,37,171,7.941877393,6,9,9
6/5/2024,5302,35,Female,21.1,4.48,7.38,2,82,132,104,10.15464471,5,8,6
4/14/2024,6221,34,Female,22.38,4.51,6.13,9,29,250,171,5.220169024,8,7,10
3/18/2024,9380,48,Female,20.63,5.92,9.29,6,79,93,67,7.492354464,4,7,5
12/21/2024,6912,28,Female,20.47,3.56,7.09,5,71,109,121,6.694552888,8,9,10
7/30/2024,2903,34,Female,22.23,6.07,7.84,8,65,0,30,10.01250905,4,10,8
1/22/2024,2473,23,Female,20.9,4.39,7.49,7,15,166,155,7.320999516,3,7,1
1/14/2024,5557,54,Male,20.18,1.98,5.8,8,36,203,2,7.749131189,5,4,1
2/10/2024,1916,30,Female,21.7,2.31,4.61,1,25,98,60,8.561820699,7,1,2
4/15/2024,5921,19,Female,20.7,2.07,5.37,5,70,251,78,4.321459279,7,5,7
6/9/2024,3560,51,Male,23.7,7.69,7.99,4,0,70,177,10.97530449,3,8,8
7/23/2024,8786,22,Male,23.78,4.64,4.85,5,89,233,44,7.549442549,4,3,9
11/8/2024,6014,44,Male,23.28,4.13,4.85,8,50,169,134,10.24170119,4,6,9
8/20/2024,3101,18,Male,21.55,2.85,5.3,7,50,112,151,11.79160166,10,10,7
5/8/2024,3196,24,Female,22.35,3.28,4.93,6,89,17,116,9.672055399,5,3,9
5/1/2024,1211,45,Female,21.1,2.68,5.58,7,72,30,41,8.299466043,6,8,10
4/24/2024,1864,27,Female,21.03,3.79,6.75,2,40,224,84,8.06990781,4,5,9
9/6/2024,5534,49,Female,22.22,3.42,5.2,9,15,136,67,5.429527601,7,9,2
9/11/2024,5044,36,Female,22.87,4.67,5.81,3,47,144,86,5.999580762,5,3,10
4/30/2024,2127,30,Male,22.28,5.01,6.72,7,25,205,100,4.319157246,8,5,10
10/13/2024,3315,18,Female,20.48,3.31,6.83,10,54,38,81,11.44946342,8,4,7
10/2/2024,2665,24,Male,22.18,6.45,8.27,2,84,195,59,5.189503158,6,1,2
11/16/2024,6264,39,Female,21.48,3.91,6.43,1,19,143,33,7.890927822,8,6,4
11/15/2024,3149,59,Female,21.32,5.92,8.6,9,56,195,118,9.302878301,4,5,8
8/2/2024,6018,52,Male,20.27,2.67,6.4,8,41,50,112,5.771416543,5,8,5
11/19/2024,7350,58,Female,21.22,5.61,8.4,10,25,17,3,6.08418558,7,5,6
6/12/2024,7678,32,Female,20.82,2.65,5.83,2,6,251,88,8.63459726,8,8,4
10/8/2024,3770,29,Male,21.95,6.47,8.52,2,6,34,14,6.799163709,3,9,10
1/17/2024,6278,43,Female,20.73,3.09,6.36,3,74,154,67,9.420785686,10,5,10
6/9/2024,5426,33,Female,21.78,3.95,6.17,2,37,126,18,7.948007937,8,3,10
3/6/2024,4670,19,Female,20.32,5.07,8.75,4,64,208,128,4.264095487,9,3,7
9/15/2024,7474,44,Male,22.52,3.69,5.18,3,25,6,91,9.634850353,4,6,3
4/23/2024,7386,34,Male,20.32,1.43,5.11,8,76,167,27,11.69062732,4,7,5
12/3/2024,7195,48,Female,23.72,5.75,6.03,10,28,146,155,10.0558259,3,7,6
1/28/2024,9754,22,Male,21.88,6.21,8.32,10,37,110,111,11.74288028,8,8,9
8/24/2024,7533,23,Female,22.6,5.21,6.61,5,29,248,169,7.85022361,5,6,7
6/18/2024,3422,43,Female,22.47,4.01,5.55,7,36,52,17,8.077785373,6,1,4
4/6/2024,3034,19,Male,22.35,5.29,6.94,4,19,46,0,6.948031346,4,1,5
7/5/2024,7001,22,Female,22.62,6.33,7.72,2,88,279,29,6.241392549,3,8,3
12/29/2024,3030,47,Female,23.22,6.53,7.31,10,61,74,78,11.22522009,8,1,1
11/28/2024,7553,34,Male,22.38,4.2,5.81,3,68,126,141,10.57001165,9,5,3
2/13/2024,2320,35,Female,21.27,6.47,9.2,8,14,232,160,5.976329669,7,10,5
10/24/2024,1262,33,Female,23.93,7.02,7.08,1,1,253,139,8.466347629,7,9,9
10/28/2024,3806,47,Male,22.77,6.4,7.64,3,1,217,155,5.797369591,8,7,2
6/20/2024,4394,18,Female,20.47,2.85,6.38,7,76,186,165,10.61583062,5,10,1
7/8/2024,5023,28,Male,23.47,7.74,8.27,10,40,248,144,6.582028398,9,4,2
12/3/2024,6073,19,Male,23.55,8.58,9.03,7,37,171,66,7.376042007,7,1,9
5/7/2024,8755,26,Male,22.68,4.52,5.84,7,49,9,112,9.322251146,4,10,8
7/27/2024,3634,18,Male,23.58,6.53,6.94,9,44,155,96,5.392408891,8,2,6
1/22/2024,1656,50,Male,22.38,6.34,7.96,1,14,282,111,10.96601882,8,6,6
10/7/2024,9017,28,Male,21.13,3.8,6.67,2,6,270,37,6.914635078,4,1,4
4/14/2024,5673,24,Male,23.27,4.81,5.55,7,74,289,160,9.861787323,7,9,6
7/28/2024,7716,29,Female,21.43,2.63,5.2,10,64,92,108,7.856328465,8,3,4
7/17/2024,8330,23,Female,20.77,5.99,9.22,9,58,116,100,7.416980228,4,6,1
1/23/2024,3957,22,Female,21.38,1.93,4.55,8,28,138,145,5.308413691,5,4,1
11/1/2024,7383,32,Male,22.73,4.4,5.67,9,85,10,80,5.760100789,7,8,3
5/29/2024,9892,22,Female,21.9,6.85,8.95,10,10,295,101,4.826221482,4,2,7
12/5/2024,9141,45,Female,23.23,5.21,5.98,8,35,168,7,11.55848684,6,4,1
6/2/2024,7134,55,Male,21.48,5.39,7.91,4,70,81,177,5.01619305,5,6,2
3/29/2024,2690,47,Male,23,5.67,6.67,1,23,280,10,7.427162791,9,4,9
5/20/2024,4813,44,Male,23.15,8.4,9.25,2,57,129,173,6.029681009,7,1,6
11/1/2024,4032,43,Female,20.53,5.72,9.18,4,34,157,109,7.542136288,6,1,9
12/16/2024,9702,30,Female,23.18,5.17,5.99,1,84,47,48,7.114944083,8,8,2
10/1/2024,9437,59,Female,20.53,3.75,7.21,3,66,142,138,8.834076128,8,5,4
6/21/2024,8417,31,Female,22.82,4.82,6.01,6,57,215,20,8.787499068,7,2,4
12/4/2024,6325,55,Female,20.35,5.44,9.09,7,11,13,35,5.739866345,8,7,3
6/6/2024,9656,57,Female,21.35,6.53,9.18,8,50,79,140,11.13026132,4,7,7
1/24/2024,2264,25,Male,21.87,4.68,6.81,7,73,30,76,8.046133102,6,7,6
11/2/2024,6429,43,Male,21.45,4.44,6.99,4,18,6,156,7.317584946,5,1,8
2/1/2024,6941,43,Female,20.68,3.99,7.31,5,29,231,150,6.074268566,9,9,1
12/9/2024,4687,51,Male,23.17,7.92,8.75,5,42,281,52,11.69059774,8,9,9
2/27/2024,6506,25,Female,23.17,8.48,9.31,5,25,242,65,5.058983675,8,8,8
10/10/2024,4562,56,Female,23.48,7.45,7.97,10,8,46,62,7.123102044,6,9,8
7/28/2024,1332,27,Female,20.7,4.85,8.15,1,71,272,88,10.02163316,9,5,9
8/11/2024,9552,27,Female,21.17,4.1,6.94,2,40,279,177,8.551384487,6,4,9
1/16/2024,7609,35,Female,21.7,2.23,4.53,7,86,45,17,5.686135461,8,8,2
4/1/2024,4651,24,Female,20.37,2.41,6.04,7,10,204,38,10.96239249,9,8,2
8/21/2024,2721,50,Male,22.63,4.51,5.88,3,60,188,94,9.505494257,8,9,5
1/20/2024,2620,33,Male,23.32,7.25,7.94,1,1,33,25,5.104905433,8,1,8
7/16/2024,9007,53,Male,23.98,5.92,5.93,7,45,150,45,11.39374748,5,1,3
3/8/2024,4820,33,Female,23.78,7.94,8.16,4,51,251,76,7.470665321,6,9,10
6/16/2024,5797,24,Male,22.62,5.67,7.05,8,0,207,30,4.059188226,8,8,7
3/28/2024,6911,30,Male,22.93,5.59,6.66,3,52,219,158,4.044937992,7,1,5
7/31/2024,4685,51,Female,23.43,4.43,5,8,30,192,166,4.964174718,8,2,4
10/20/2024,3439,55,Male,20.2,0.96,4.76,9,55,15,139,9.036472448,3,8,5
6/21/2024,1460,40,Male,23.27,8.18,8.91,10,38,197,102,8.450329638,6,2,2
11/20/2024,3808,36,Female,23.6,5.08,5.48,1,77,283,53,10.83693971,4,6,8
4/16/2024,4266,39,Female,23.33,4.37,5.03,10,48,176,169,4.855999772,6,2,5
3/22/2024,5126,59,Female,21.97,7.05,9.08,5,54,265,70,11.95309451,7,8,1
2/8/2024,6141,38,Female,20.12,3.92,7.81,7,30,201,31,5.338570432,9,1,10
11/5/2024,7417,44,Female,22.47,5.91,7.44,10,68,70,149,5.722150192,5,6,4
7/6/2024,7465,19,Female,20.92,2.89,5.98,2,38,214,119,7.240821556,6,7,5
3/3/2024,5111,27,Male,22.78,3.98,5.19,3,16,260,174,7.966021029,8,1,7
9/9/2024,7414,46,Female,23.97,8.01,8.04,5,9,131,61,5.048228046,6,10,8
8/11/2024,3026,29,Female,22.9,5.03,6.13,10,77,139,89,10.74101759,8,1,1
10/21/2024,7739,55,Male,20.27,3.09,6.82,8,52,201,28,5.555233753,5,1,5
7/29/2024,4097,20,Female,23.02,8.34,9.32,4,37,69,51,5.318182415,10,4,10
10/10/2024,2781,34,Female,23.87,9.31,9.44,2,7,68,77,10.15583952,6,3,8
10/10/2024,7249,37,Male,23.3,6.65,7.35,5,60,172,37,7.872832323,5,10,4
1/13/2024,3452,59,Male,23.78,4.61,4.83,2,77,277,16,10.04534364,6,10,7
4/5/2024,4764,59,Male,21,3.7,6.7,10,43,132,122,7.408974544,8,1,1
3/5/2024,8005,49,Female,21.05,2.47,5.42,3,0,18,32,10.22718231,8,3,3
8/20/2024,2800,41,Male,20.67,5.26,8.59,5,50,58,166,8.598236434,7,3,1
11/26/2024,6335,39,Male,21.2,2.76,5.56,10,34,23,27,5.778262133,8,1,3
12/11/2024,9269,36,Male,23.33,8.2,8.87,9,52,299,45,4.566189361,8,6,6
6/18/2024,2691,23,Female,23.88,9.05,9.17,2,30,258,12,6.610089564,9,1,5
11/25/2024,2690,32,Female,22.6,7.35,8.75,4,46,68,20,7.061597777,6,5,2
3/2/2024,6765,28,Male,22.28,3.39,5.11,7,27,237,79,7.257320497,9,4,7
5/6/2024,9351,35,Male,21.25,6.49,9.24,8,27,150,62,7.765813589,8,5,10
4/27/2024,3349,53,Male,21,1.76,4.76,10,79,143,156,7.713631592,6,4,7
1/8/2024,1229,41,Female,22.32,5.54,7.22,6,30,247,86,10.26005614,7,1,8
10/19/2024,6015,36,Female,23.43,6.23,6.8,1,84,256,29,8.26426308,8,2,3
11/27/2024,7243,49,Female,21.32,5.1,7.78,1,45,208,58,9.885068148,9,9,7
8/22/2024,7643,50,Female,23.52,8.36,8.84,8,56,297,97,6.423561343,7,3,2
6/25/2024,1551,35,Female,20.4,4.83,8.43,8,8,231,147,5.25873773,8,1,10
8/25/2024,3245,51,Male,23.12,7.6,8.48,4,83,42,81,4.067267447,5,7,6
9/29/2024,5305,36,Male,23.2,4.11,4.91,3,6,36,4,4.415152624,8,10,5
9/18/2024,9400,27,Male,20.47,3.86,7.39,2,11,12,107,11.97093663,6,5,9
5/23/2024,5379,44,Female,21.77,4.61,6.84,2,19,203,71,5.930590214,8,4,3
8/27/2024,4504,33,Female,21.37,4.83,7.47,8,81,173,112,9.636515169,6,8,7
1/12/2024,1407,42,Female,22.75,3.31,4.56,1,20,254,164,7.599491625,5,5,1
9/14/2024,7197,45,Female,21.77,3.28,5.52,8,85,273,141,4.169472754,4,5,1
4/13/2024,3567,32,Female,23.7,7.47,7.77,2,62,48,114,6.405245124,7,7,1
5/14/2024,6413,39,Female,22.95,3.7,4.75,3,37,50,9,9.38204789,5,8,6
8/8/2024,9814,26,Female,23.37,6.39,7.03,10,11,115,157,5.2423045,4,4,9
2/6/2024,2478,43,Female,23.12,5.84,6.72,4,20,148,24,11.27644343,5,3,1
1/22/2024,1421,52,Female,20.03,1.16,5.12,6,38,17,104,6.985188296,5,1,5
5/26/2024,8668,35,Male,20.97,4.05,7.08,7,66,183,44,6.284746108,3,6,6
12/14/2024,1959,41,Female,22.32,6.8,8.48,9,77,272,125,9.484522298,4,9,6
10/17/2024,7833,20,Female,23.05,6.26,7.21,7,19,274,135,9.593955905,8,2,3
8/10/2024,7334,36,Male,23.42,6.05,6.64,2,34,76,102,11.93749283,3,1,2
9/10/2024,8926,26,Female,23.67,8.71,9.05,1,51,33,21,8.172822287,8,6,9
7/7/2024,1944,46,Female,23.27,4.86,5.59,2,37,253,129,10.02559762,6,8,8
2/17/2024,7206,31,Female,23.37,5.27,5.9,10,31,111,98,10.15812467,9,2,4
12/1/2024,7390,54,Male,22.9,4.85,5.95,1,62,98,111,11.53000472,9,1,5
12/30/2024,8562,26,Male,22.43,6.15,7.72,8,5,4,48,11.8155433,5,8,7
1/4/2024,1033,57,Male,23.93,5.55,5.61,4,7,127,66,6.322863901,10,2,7
6/27/2024,2349,24,Male,23.42,8.82,9.41,3,53,194,8,10.41117624,3,10,5
6/6/2024,3745,51,Female,21.72,3.28,5.56,2,47,159,112,8.839526506,9,10,3
11/10/2024,7035,56,Male,21.8,6.18,8.38,2,31,236,68,11.95966496,5,1,9
12/22/2024,6635,45,Male,23.92,6.42,6.5,9,65,157,103,10.90167671,9,5,8
10/16/2024,6582,52,Male,22.13,4.32,6.18,3,67,3,6,4.972945255,8,10,5
4/19/2024,9870,26,Male,22.83,5.83,6.99,7,74,21,48,5.481172334,10,4,4
8/7/2024,1605,57,Male,22.93,4.28,5.34,9,3,153,94,9.525552832,6,2,10
9/30/2024,7996,41,Male,21.98,4.82,6.84,8,14,244,80,5.443535989,8,5,4
12/19/2024,2005,26,Female,22.58,4.92,6.33,5,55,137,101,7.077661172,4,8,4
9/5/2024,8810,20,Female,22.13,4.76,6.63,4,53,19,14,5.782714042,7,8,7
5/19/2024,6689,30,Male,20.47,5.75,9.28,10,40,274,139,9.647806201,10,10,5
3/1/2024,4202,18,Female,23.1,5.04,5.94,8,77,6,134,8.160547104,9,7,9
10/16/2024,5407,49,Male,22.2,4.06,5.86,6,65,202,10,5.412433538,8,3,5
4/6/2024,3401,53,Male,21.37,4.91,7.54,2,13,248,168,4.914357449,9,1,2
8/1/2024,6566,35,Female,23.53,4.36,4.82,3,77,53,86,4.66930728,4,6,8
7/8/2024,4487,40,Female,20.42,4.48,8.06,6,74,119,84,6.939121815,3,2,7
7/7/2024,7856,46,Male,23.9,8.88,8.98,4,35,92,111,7.557869203,4,6,5
10/12/2024,1264,50,Male,21.17,2.04,4.87,9,58,221,40,4.385142688,4,8,2
1/11/2024,1858,33,Female,20.48,2.52,6.04,7,15,226,15,8.413698976,3,1,5
4/29/2024,4857,29,Male,22.92,5.01,6.09,4,22,32,23,11.85991865,4,1,8
10/12/2024,7219,58,Female,22.97,4.13,5.16,6,14,219,16,4.706377357,9,3,3
10/31/2024,7207,50,Female,22.65,7.57,8.92,3,71,29,94,7.199654591,8,2,7
11/10/2024,5307,36,Female,22.58,4.15,5.57,7,25,1,161,8.462254834,7,5,5
9/21/2024,7854,47,Male,22.72,4,5.28,8,8,245,35,7.761879677,3,2,3
9/26/2024,7901,39,Female,22.02,3.73,5.71,9,71,23,129,4.201171347,6,2,8
11/24/2024,8209,36,Male,21.25,2.74,5.49,7,17,33,88,8.441070294,6,5,10
4/11/2024,5094,43,Male,23.33,5.45,6.12,7,11,175,102,10.24346765,6,5,2
9/4/2024,1003,18,Female,21.5,4.34,6.84,5,18,196,117,4.986433645,7,3,7
12/11/2024,9578,20,Male,22.28,5.49,7.21,4,60,48,43,10.02247033,8,9,1
5/29/2024,7799,38,Female,20.65,3.74,7.09,8,59,36,171,7.873996945,4,2,5
8/3/2024,1123,33,Female,21.63,3.75,6.12,4,54,39,90,5.618905556,8,10,8
4/7/2024,8266,18,Male,23.9,8.72,8.82,1,68,132,101,11.30532602,7,5,5
1/12/2024,6262,56,Male,23.48,4.07,4.59,9,56,91,59,5.963096106,9,8,9
8/26/2024,4240,22,Male,22.95,4.96,6.01,5,24,111,154,6.171508621,9,6,4
7/12/2024,1058,48,Female,21.63,4.03,6.4,7,85,198,65,6.466408831,8,7,6
2/20/2024,8529,22,Male,23.17,6.89,7.72,8,84,48,165,9.447428293,7,2,7
1/12/2024,5339,22,Male,22.97,4.38,5.41,2,45,186,146,9.628859284,8,5,9
1/3/2024,6949,49,Female,23.98,8.96,8.98,5,3,209,44,8.844821798,5,9,3
11/26/2024,4793,40,Female,22.28,3.67,5.38,9,46,19,108,4.579378503,4,8,4
3/20/2024,4718,39,Male,22.92,6.4,7.48,7,11,6,127,5.190469716,7,10,10
7/27/2024,5575,34,Male,23.7,8.94,9.24,4,8,85,52,9.043753741,5,1,1
